Name,Number,League,Country,Registered,url
Pocket Rockette,50,Winnipeg Roller Derby League,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Sonny Black,976,,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Jeneral Ann Esthesia,5258,,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Sir Jon,1222,San Diego Roller Derby,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Bullseye Bomb-Her,17,San Diego Roller Derby,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
DackinaBox,1225,Independent,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Jeneral BustHer,19,San Diego Roller Derby,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Boogie Woman,00,San Diego Roller Derby,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Oestro-Joni,2,Suffolk Roller Derby,United Kingdom,"15th January, 2015",http://www.derbyrollcall.com/everyone
Phlegm Fatale,055,Winnipeg Roller Derby League,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Nads of Steel,24,Winnipeg Roller Derby League,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Slamurai,7,San Diego Derby Dolls,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Jane Kill Eyre,16,Winnipeg Roller Derby League,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
DeManda Brawl,,14,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Christine Die-A,798,Winnipeg Roller Derby League,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Kim-Jong Wheels,147,Plap City Rollers,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Saradactyl,88,Winnipeg Roller Derby League,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Cherry Poppins,1337,,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Karen Bout Nuffin,2CUP,,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Sourpuss,00,Winnipeg Roller Derby League,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Uncle Slam,14,Plap City Rollers,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
shermonator,18,Plap City Rollers,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Amelia Impairhart,107,Winnipeg Roller Derby League,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Selenium Falcon,34,San Diego Derby Dolls,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Andi Konda,,,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Sinfully Sweet,09,winnipeg roller derby,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Amelia Airbourne,6017,Portage la prairie,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Annifest Destiny,88,San Diego Roller Derby,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Missile Behaved,B-52,Winnipeg Roller Derby League,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
LaneSplitter,143,Calgary Roller Derby Association,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Cassandra Wild,6,Play City Rollers,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Bi-Vacious,6X,Randall County Roller Dames,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
dee-threepio,1108,winnipeg roller derby,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Sticky Guns,,,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Malice Cooper,,,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Ginger Stab Her,127,Randall County Roller Dames,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Katetastic,1/27,Randall County Roller Dames,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Portage 'n Maim,3.14,Winnipeg Roller Derby League,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Pain Goodall,206,Winnipeg Roller Derby League,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Eddy nigma,75,Plap City Rollers,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Eddy nigma,75,Plap City Rollers,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Eddy nigma,75,Plap City Rollers,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Liza Whoa-Nelli,505,,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
JAW-lee RageHer,00,Mistresses of Mayhem,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Guera Loca,13a,,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Sleeper Hit,35,Winnipeg Roller Derby League,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Dirty Verde,30,SoCal Derby,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Queen Beach,1229,Mac-town Sugar Skulls,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Dark Knight,911,Mac-town Sugar Skulls,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
gingerbird,71,deathrow hull,United Kingdom,"15th January, 2015",http://www.derbyrollcall.com/everyone
BootyVicious,96,Vernal Derby Dolls,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Belle Z. Bub,29,Vernal Derby Dolls,United States,"15th January, 2015",http://www.derbyrollcall.com/everyone
Rey Rey Rebel,25R,SAJRD,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Optimus Primerib,5.6,,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Kill O Bite,5.6,,Canada,"15th January, 2015",http://www.derbyrollcall.com/everyone
Jofficial,85,Dublin Roller Derby,Ireland,"16th January, 2015",http://www.derbyrollcall.com/everyone
Roxy Rolla-Slayer,,Vernal Derby Dolls,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
Satan,919,Mistresses of mayhem,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
Fort Pain,,,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
Dyno-Might,427,Capital City Crushers,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
HotCakes Hooligan,#1977,So Cal Rengades,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
Para L. ParkHer,42,"Capital City Crushers, Topeka, KS",United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
Evil Twin,96,Gas City Rollers,Canada,"16th January, 2015",http://www.derbyrollcall.com/everyone
Dusty Truxx,,BCRD,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
The Hammer,31,Oslo Roller Derby,Norway,"16th January, 2015",http://www.derbyrollcall.com/everyone
Scar T. Sue,69,Stockholm Roller Derby,Sweden,"16th January, 2015",http://www.derbyrollcall.com/everyone
Brutal Deluxe,3,pink peril,Netherlands,"16th January, 2015",http://www.derbyrollcall.com/everyone
Jabber Whacky,1000,Free State Roller Derby,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
Torque Chop,,,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
Lil' Dead Riding Hood,7734,Magic City Rollers,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
Hermione Danger,118,Free State Roller Derby,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
Spaceman Smith,,Aalborg Roller Derby,Denmark,"16th January, 2015",http://www.derbyrollcall.com/everyone
Bashing Baby Doll,47,Chick Whips,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
Crushin' Cowgirl,22,Chick Whips,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
Valcoholic Rage,18th,Free State Roller Derby,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
smirnHoff,22,Pink Peril,Netherlands,"16th January, 2015",http://www.derbyrollcall.com/everyone
Kneuk,13,Pink Peril,Netherlands,"16th January, 2015",http://www.derbyrollcall.com/everyone
Mama Appelsap,1-2-3,Pink Peril,Netherlands,"16th January, 2015",http://www.derbyrollcall.com/everyone
Steeltown Pikey,77,Durham City Rolling Angels,United Kingdom,"16th January, 2015",http://www.derbyrollcall.com/everyone
Fiona Hematoma,96,Northwest Arkansas,United States,"16th January, 2015",http://www.derbyrollcall.com/everyone
schule,#14,Deskarriadas Osorno Roller Derby,Chile,"16th January, 2015",http://www.derbyrollcall.com/everyone
Lexi Con,13,Staffordshire Devil Dogs,United Kingdom,"16th January, 2015",http://www.derbyrollcall.com/everyone
Fire Red,35,Chick Whips,United States,"17th January, 2015",http://www.derbyrollcall.com/everyone
Emma The Dominator Neary,,,United Kingdom,"17th January, 2015",http://www.derbyrollcall.com/everyone
Soultaker,003,Foxy Rollers,Canada,"17th January, 2015",http://www.derbyrollcall.com/everyone
Karma Get It On,20,,Canada,"17th January, 2015",http://www.derbyrollcall.com/everyone
GeckoGirl,,,United States,"17th January, 2015",http://www.derbyrollcall.com/everyone
Peculia,404,Pink Peril Rollerderby,Netherlands,"17th January, 2015",http://www.derbyrollcall.com/everyone
Soulless,77,FOXY ROLLERS,Canada,"17th January, 2015",http://www.derbyrollcall.com/everyone
Caribbean Punch,23,Pink Peril,Netherlands,"17th January, 2015",http://www.derbyrollcall.com/everyone
